BufferName,BufferID,Machine,Time,No.Items
Central_Output,,Central Inventory,0,17
Central_Output,,Central Inventory,0,17
Central_Output,,Central Inventory,0,63
Central_Output,,Central Inventory,0,63
Central_Output,,Central Inventory,0,143
Central_Output,,Central Inventory,0,143
Central_Output,,Central Inventory,0,167
Central_Output,,Central Inventory,0,167
Central_Output,,Central Inventory,0,259
Central_Output,,Central Inventory,0,259
Central_Output,,Central Inventory,0,875
Central_Output,,Central Inventory,0,875
Central_Output,,Central Inventory,0,1295
Central_Output,,Central Inventory,0,1295
Central_Output,,Central Inventory,0,1429
Central_Output,,Central Inventory,0,1429
Central_Output,,Central Inventory,0,1953
Central_Output,,Central Inventory,0,1953
Central_Output,,Central Inventory,0,2653
Central_Output,,Central Inventory,0,2653
Central_Output,,Central Inventory,0,3234
Central_Output,,Central Inventory,0,3234
Central_Output,,Central Inventory,0,3235
Central_Output,,Central Inventory,0,3235
Central_Output,,Central Inventory,0,3324
Central_Output,,Central Inventory,0,3324
Central_Output,,Central Inventory,0,3564
Central_Output,,Central Inventory,0,3564
Central_Output,,Central Inventory,0,3565
Central_Output,,Central Inventory,0,3565
Central_Output,,Central Inventory,0,3589
Central_Output,,Central Inventory,0,3589
Central_Output,,Central Inventory,0,3609
Central_Output,,Central Inventory,0,3609
Central_Output,,Central Inventory,0,3629
Central_Output,,Central Inventory,0,3629
Central_Output,,Central Inventory,0,3653
Central_Output,,Central Inventory,0,3653
Central_Output,,Central Inventory,0,4013
Central_Output,,Central Inventory,0,4013
Central_Output,,Central Inventory,0,4133
Central_Output,,Central Inventory,0,4133
Central_Output,,Central Inventory,0,4213
Central_Output,,Central Inventory,0,4213
Central_Output,,Central Inventory,0,4555
Central_Output,,Central Inventory,0,4555
Central_Output,,Central Inventory,0,4581
Central_Output,,Central Inventory,0,4581
Central_Output,,Central Inventory,0,5001
Central_Output,,Central Inventory,0,5001
Central_Output,,Central Inventory,0,5474
Central_Output,,Central Inventory,0,5474
Central_Output,,Central Inventory,0,5488
Central_Output,,Central Inventory,0,5488
Central_Output,,Central Inventory,0,5512
Central_Output,,Central Inventory,0,5512
Central_Output,,Central Inventory,0,5537
Central_Output,,Central Inventory,0,5537
Central_Output,,Central Inventory,0,5937
Central_Output,,Central Inventory,0,5937
Central_Output,,Central Inventory,0,5938
Central_Output,,Central Inventory,0,5938
Central_Output,,Central Inventory,0,5939
Central_Output,,Central Inventory,0,5939
Central_Output,,Central Inventory,0,5940
Central_Output,,Central Inventory,0,5940
Central_Output,,Central Inventory,0,5941
Central_Output,,Central Inventory,0,5941
Central_Output,,Central Inventory,1921,5924
Central_Output,,Central Inventory,1921,5844
Central_Output,,Central Inventory,1921,5752
Central_Output,,Central Inventory,1921,5332
BW_(BKW_01)_Input,,BW_(BKW_01),1923,17
BW_(BKW_01)_Input,,BW_(BKW_01),1923,97
BW_(BKW_01)_Input,,BW_(BKW_01),1923,189
BW_(BKW_01)_Input,,BW_(BKW_01),1923,609
Central_Output,,Central Inventory,1926,5286
Central_Output,,Central Inventory,1926,4670
Central_Output,,Central Inventory,1926,4146
Central_Output,,Central Inventory,1926,3565
OUT - Outsourced activity_(OUT - Outsourced)_Input,,OUT - Outsourced activity_(OUT - Outsourced),1928,46
M3-01_(FR3_01)_Input,,M3-01_(FR3_01),1928,616
M3-01_(FR3_01)_Input,,M3-01_(FR3_01),1928,1140
OUT - Outsourced activity_(OUT - Outsourced)_Input,,OUT - Outsourced activity_(OUT - Outsourced),1928,627
Central_Output,,Central Inventory,1931,2865
Central_Output,,Central Inventory,1932,2841
Central_Output,,Central Inventory,1932,2752
Central_Output,,Central Inventory,1932,2751
MP3_(UITG_M)_Input,,MP3_(UITG_M),1933,700
OUT - Outsourced activity_(OUT - Outsourced)_Input,,OUT - Outsourced activity_(OUT - Outsourced),1934,651
BW_(BKW_01)_Input,,BW_(BKW_01),1934,698
M3-01_(FR3_01)_Input,,M3-01_(FR3_01),1934,1141
Central_Output,,Central Inventory,1936,2617
Central_Output,,Central Inventory,1937,2616
Central_Output,,Central Inventory,1937,2592
Central_Output,,Central Inventory,1937,2572
BW_(BKW_01)_Input,,BW_(BKW_01),1938,832
OUT - Outsourced activity_(OUT - Outsourced)_Input,,OUT - Outsourced activity_(OUT - Outsourced),1939,652
Central_Input,,Central Inventory,1939,24
OUT - Outsourced activity_(OUT - Outsourced)_Input,,OUT - Outsourced activity_(OUT - Outsourced),1939,672
Central_Output,,Central Inventory,1941,2552
Central_Output,,Central Inventory,1941,2312
Central_Output,,Central Inventory,1942,1952
Central_Output,,Central Inventory,1942,1872
Central_Input,,Central Inventory,1943,44
M4-02_(FR4_02)_Input,,M4-02_(FR4_02),1943,240
UMC750_(M5-03)_Input,,UMC750_(M5-03),1944,360
OUT - Outsourced activity_(OUT - Outsourced)_Input,,OUT - Outsourced activity_(OUT - Outsourced),1944,752
Central_Output,,Central Inventory,1945,1848
Central_Output,,Central Inventory,1946,1506
Central_Output,,Central Inventory,1947,1386
Central_Output,,Central Inventory,1947,966
OUT - Outsourced activity_(OUT - Outsourced)_Input,,OUT - Outsourced activity_(OUT - Outsourced),1947,776
M3-01_(FR3_01)_Input,,M3-01_(FR3_01),1948,1483
M5-02_(FR5_02)_Input,,M5-02_(FR5_02),1949,120
M4-01_(FR4_01)_Input,,M4-01_(FR4_01),1949,420
Central_Output,,Central Inventory,1950,940
Central_Output,,Central Inventory,1951,467
Central_Output,,Central Inventory,1952,453
Central_Output,,Central Inventory,1952,428
M3-02_(FR3_02)_Input,,M3-02_(FR3_02),1952,26
M3-01_(FR3_01)_Input,,M3-01_(FR3_01),1953,1956
