JobID,Quantity,Deadline,OrderID,ProductID,OperationID
e4426_5,27,2025-12-29,__export__.mrp_production_1104_d3ae4426,14975.0,14975.0-_-__export__.mrp_workcenter_63_98a7a00b
e4426_4,27,2025-12-29,__export__.mrp_production_1104_d3ae4426,14975.0,14975.0-_-__export__.mrp_workcenter_59_d6deab7b
e4426_3,27,2025-12-31,__export__.mrp_production_1104_d3ae4426,14975.0,14975.0-_-__export__.mrp_workcenter_58_a525d5b9
e4426_2,27,2026-01-01,__export__.mrp_production_1104_d3ae4426,14975.0,14975.0-_-__export__.mrp_workcenter_66_9f807a30
e4426_1,27,2026-01-01,__export__.mrp_production_1104_d3ae4426,14975.0,14975.0-_-__export__.mrp_workcenter_67_d1ac8ce6
443cd_4,68,2025-12-29,__export__.mrp_production_1197_849443cd,14907.0,14907.0-_-__export__.mrp_workcenter_59_d6deab7b
443cd_3,68,2026-01-01,__export__.mrp_production_1197_849443cd,14907.0,14907.0-_-__export__.mrp_workcenter_54_3f0243e1
443cd_2,68,2026-01-01,__export__.mrp_production_1197_849443cd,14907.0,14907.0-_-__export__.mrp_workcenter_66_9f807a30
443cd_1,68,2026-01-01,__export__.mrp_production_1197_849443cd,14907.0,14907.0-_-__export__.mrp_workcenter_67_d1ac8ce6
8a862_6,386,2025-12-29,__export__.mrp_production_4967_3148a862,15022.0,15022.0-_-__export__.mrp_workcenter_63_98a7a00b
8a862_5,386,2025-12-29,__export__.mrp_production_4967_3148a862,15022.0,15022.0-_-__export__.mrp_workcenter_57_6faf5319
8a862_4,386,2026-01-15,__export__.mrp_production_4967_3148a862,15022.0,15022.0-_-__export__.mrp_workcenter_54_3f0243e1
8a862_3,386,2026-01-21,__export__.mrp_production_4967_3148a862,15022.0,15022.0-_-__export__.mrp_workcenter_66_9f807a30
8a862_2,386,2026-01-23,__export__.mrp_production_4967_3148a862,15022.0,15022.0-_-__export__.mrp_workcenter_68_8bff6631
8a862_1,386,2026-03-17,__export__.mrp_production_4967_3148a862,15022.0,15022.0-_-__export__.mrp_workcenter_67_d1ac8ce6
6d523_2,1800,2025-12-29,__export__.mrp_production_5127_c4b6d523,7034.0,7034.0-_-__export__.mrp_workcenter_63_98a7a00b
6d523_1,1800,2026-01-01,__export__.mrp_production_5127_c4b6d523,7034.0,7034.0-_-__export__.mrp_workcenter_61_bcb50df3
4ad82_5,110,2026-01-02,__export__.mrp_production_5139_6ec4ad82,14969.0,14969.0-_-__export__.mrp_workcenter_63_98a7a00b
4ad82_4,110,2026-01-02,__export__.mrp_production_5139_6ec4ad82,14969.0,14969.0-_-__export__.mrp_workcenter_59_d6deab7b
4ad82_3,110,2026-01-05,__export__.mrp_production_5139_6ec4ad82,14969.0,14969.0-_-__export__.mrp_workcenter_54_3f0243e1
4ad82_2,110,2026-01-05,__export__.mrp_production_5139_6ec4ad82,14969.0,14969.0-_-__export__.mrp_workcenter_66_9f807a30
4ad82_1,110,2026-01-05,__export__.mrp_production_5139_6ec4ad82,14969.0,14969.0-_-__export__.mrp_workcenter_67_d1ac8ce6
bb95a_5,26,2026-01-07,__export__.mrp_production_5168_bf7bb95a,14961.0,14961.0-_-__export__.mrp_workcenter_63_98a7a00b
bb95a_4,26,2026-01-07,__export__.mrp_production_5168_bf7bb95a,14961.0,14961.0-_-__export__.mrp_workcenter_58_a525d5b9
bb95a_3,26,2026-01-08,__export__.mrp_production_5168_bf7bb95a,14961.0,14961.0-_-__export__.mrp_workcenter_57_6faf5319
bb95a_2,26,2026-01-08,__export__.mrp_production_5168_bf7bb95a,14961.0,14961.0-_-__export__.mrp_workcenter_66_9f807a30
bb95a_1,26,2026-01-08,__export__.mrp_production_5168_bf7bb95a,14961.0,14961.0-_-__export__.mrp_workcenter_67_d1ac8ce6
d6f4a_5,47,2026-01-06,__export__.mrp_production_5169_605d6f4a,14962.0,14962.0-_-__export__.mrp_workcenter_63_98a7a00b
d6f4a_4,47,2026-01-06,__export__.mrp_production_5169_605d6f4a,14962.0,14962.0-_-__export__.mrp_workcenter_59_d6deab7b
d6f4a_3,47,2026-01-07,__export__.mrp_production_5169_605d6f4a,14962.0,14962.0-_-__export__.mrp_workcenter_59_d6deab7b
d6f4a_2,47,2026-01-08,__export__.mrp_production_5169_605d6f4a,14962.0,14962.0-_-__export__.mrp_workcenter_66_9f807a30
d6f4a_1,47,2026-01-08,__export__.mrp_production_5169_605d6f4a,14962.0,14962.0-_-__export__.mrp_workcenter_67_d1ac8ce6
