PN,Quantity,Work Orders/Start,Work Orders/End,Work Orders/Work Center,Work Orders/Expected Duration,Product/ID,Quantity,Product,Deadline,Reference
[7001-2580-0007],20,2026-09-22 08:10:00,2026-09-22 10:30:00,UMC750SS_(M5-05),136.0,17701.0,20,[7001-2580-0007] ST Interface plate / FM / FM210-M00008 Rev. D,2026-08-10 02:00:00,TBRM /MO/01872-002
[7005-2580-0003],9,2026-09-22 10:40:00,2026-09-22 14:40:00,UMC750SS_(M5-05),240.0,16255.0,9,[7005-2580-0003] Stroke Limiter Plate RX-R V02-02-B / 26223908,2026-09-28 10:42:31,TBRM /MO/02434
[7001-2580-0033],10,2026-09-22 17:20:00,2026-09-22 20:00:00,UMC750SS_(M5-05),160.0,17783.0,10,[7001-2580-0033] Detector Mount / FM / FM-02-044-B,2026-09-02 02:00:00,TBRM /MO/02226
[7001-2580-0040],72,2026-09-22 20:10:00,2026-09-22 21:50:00,UMC750SS_(M5-05),96.0,17790.0,72,[7001-2580-0040] Window Holder / FM / FM-02-041-B,2027-03-15 12:00:00,TBRM /MO/02223
[7001-2580-0045],20,2026-09-22 22:00:00,2026-09-23 11:20:00,UMC750SS_(M5-05),316.0,18722.0,20,[7001-2580-0045] ST Spring Housing / FM / FM2010-M00011 Rev. D,2026-08-10 02:00:00,TBRM /MO/01868
[4022.684.28962],1,2026-09-23 11:30:00,2026-09-23 17:10:00,UMC750SS_(M5-05),335.0,18348.0,1,[4022.684.28962] RS C+H DYN ATTACH PLT RH SIDE / CLS,2026-10-14 02:00:00,TBRM /MO/02376
[7005-2580-0004],9,2026-09-23 17:20:00,2026-09-23 21:20:00,UMC750SS_(M5-05),240.0,16256.0,9,[7005-2580-0004] Stroke Limiter Plate RX-L V02-02-A / 26223907,2026-09-28 10:44:59,TBRM /MO/02435
[7005-2580-0001],9,2026-09-23 21:30:00,2026-09-24 09:40:00,UMC750SS_(M5-05),249.0,16253.0,9,[7005-2580-0001] Stroke Limiter Plate ZY-L V01-02-B / 26223910,2027-03-02 10:33:21,TBRM /MO/02432
[7001-2580-0020],6,2026-09-24 09:40:00,2026-09-24 11:00:00,UMC750SS_(M5-05),74.67,17770.0,6,[7001-2580-0020] Monitor Support 2 / FM / FM-02-045-B,2027-03-15 12:00:00,TBRM /MO/02440
[7001-2580-0022],9,2026-09-24 12:00:00,2026-09-24 22:30:00,UMC750SS_(M5-05),621.0,17772.0,9,[7001-2580-0022] HOLDER CREDIT CARD / FM / FM-02-007-C,2026-09-02 02:00:00,TBRM /MO/02218
[7005-2580-0015],5,2026-09-24 22:40:00,2026-09-25 19:50:00,UMC750SS_(M5-05),785.0,17993.0,5,[7005-2580-0015] Baseplate V01-00 / NFI / 27244702,2026-10-05 02:00:00,TBRM /MO/02368
[7001-2580-0030],20,2026-09-25 21:20:00,2026-09-28 15:20:00,UMC750SS_(M5-05),600.0,17780.0,20,[7001-2580-0030] Lens Fix / FM / FM-02-009-B,2026-09-02 02:00:00,TBRM /MO/01958
[7001-2580-0035],10,2026-09-28 16:00:00,2026-09-29 09:50:00,UMC750SS_(M5-05),590.0,17785.0,10,[7001-2580-0035] SA Housing / FM / FM-02-017-B,2026-09-02 02:00:00,TBRM /MO/01971
[1207568A],30,2026-09-29 10:00:00,2026-09-29 21:00:00,UMC750SS_(M5-05),660.0,14912.0,30,[1207568A] Cable clamp,2026-12-31 09:00:00,TBRM /MO/01300
[7001-2580-0034],10,2026-09-30 08:00:00,2026-09-30 13:40:00,UMC750SS_(M5-05),340.0,17784.0,10,[7001-2580-0034] Base / FM / FM-02-018-B,2026-09-02 02:00:00,TBRM /MO/01970
[7001-2580-0026],10,2026-09-30 13:50:00,2026-09-30 20:30:00,UMC750SS_(M5-05),395.0,17776.0,10,[7001-2580-0026] Holder Fresnell / FM / FM-02-035-B,2027-03-15 12:00:00,TBRM /MO/02228
[7001-2580-0036],10,2026-10-01 08:00:00,2026-10-01 13:20:00,UMC750SS_(M5-05),320.0,17786.0,10,[7001-2580-0036] LS Actuator Arm / FM / FM-02-029-B,2026-09-02 02:00:00,TBRM /MO/01972
[7005-2580-0017],18,2026-10-01 13:30:00,2026-10-05 17:00:00,UMC750SS_(M5-05),2130.0,18142.0,18,[7005-2580-0017] GP Z-Adjustment Lever V02-01 / 26241001,2026-10-15 02:00:00,TBRM /MO/02366
[4022-333-13805],226,2026-10-05 17:10:00,2026-10-08 15:30:00,UMC750SS_(M5-05),2772.0,14917.0,226,[4022-333-13805] dr pnt cilinder,2027-03-15 12:00:00,TBRM /MO/02357
[7001-2540-0009],10,2026-10-15 16:00:00,2026-10-16 08:00:00,UMC750SS_(M5-05),480.0,17904.0,10,[7001-2540-0009] Mirror Holder V2 / FM-02-034 ,2026-09-02 02:00:00,TBRM /MO/02008
[1508130 B],174,2026-10-16 08:10:00,2026-10-28 11:40:00,UMC750SS_(M5-05),7890.0,16893.0,174,[1508130 B] [Q] excenter housing z,2027-03-15 12:00:00,TBRM /MO/02329
[7001-2580-0031],10,2026-11-10 08:00:00,2026-11-10 23:10:00,UMC750SS_(M5-05),910.0,17781.0,10,[7001-2580-0031] Lens Mechanism 2 / FM / FM-02-004-B,2026-09-02 02:00:00,TBRM /MO/01959
