PN,Quantity,Work Orders/Start,Work Orders/End,Work Orders/Work Center,Work Orders/Expected Duration,Product/ID,Quantity,Product,Deadline,Reference
[GF3116T006L],240,2026-09-15 08:00:00,2026-09-17 17:30:00,M5-01_(FR5_01),3450.0,15035.0,240,[GF3116T006L] Carriage,2026-07-10 02:00:00,TBRM /MO/01743
[4022.695.89661],26,2026-09-17 21:20:00,2026-09-21 00:50:00,M5-01_(FR5_01),1650.0,19106.0,26,[4022.695.89661] MBI WS MK2 AORTA BRACE IF,2026-08-19 02:00:00,TBRM /MO/02303
[4022.695.89661],26,2026-09-21 08:00:00,2026-09-22 11:30:00,M5-01_(FR5_01),1650.0,19106.0,26,[4022.695.89661] MBI WS MK2 AORTA BRACE IF,2026-08-19 02:00:00,TBRM /MO/02303
[7005-2580-0007],5,2026-09-22 11:40:00,2026-09-23 01:40:00,M5-01_(FR5_01),840.0,16269.0,5,[7005-2580-0007] Support block  / 07201506 v02-00 - Drawing in RED,2026-09-28 02:00:00,TBRM /MO/02215-002
[4022-656-74553],50,2026-09-23 08:00:00,2026-09-24 06:20:00,M5-01_(FR5_01),1340.0,14977.0,50,[4022-656-74553] Assy support guide FW 1980,2026-10-01 02:00:00,TBRM /MO/02436
[4022-659-99092],30,2026-09-24 08:00:00,2026-09-24 17:00:00,M5-01_(FR5_01),540.0,14981.0,30,[4022-659-99092] YS ML Guardrail Park Block,2026-09-17 02:00:00,TBRM /MO/02377
[4022-451-22801B],16,2026-09-24 17:10:00,2026-09-24 22:40:00,M5-01_(FR5_01),330.0,15540.0,16,[4022-451-22801B] RS Lock MF-X Preload Housing,2026-11-06 01:00:00,TBRM /MO/02380
[4022-671-49061],152,2026-09-25 16:00:00,2026-09-28 06:10:00,M5-01_(FR5_01),850.0,14988.0,152,[4022-671-49061] Bpam front 1,2026-10-05 02:00:00,TBRM /MO/02308
[00385-00-321-A],714,2026-09-28 08:00:00,2026-10-02 08:50:00,M5-01_(FR5_01),5802.0,14890.0,714,[00385-00-321-A] Plint fixing strip left,2027-03-15 12:00:00,TBRM /MO/02311
[4022.632.63021],1600,2026-10-02 09:00:00,2026-10-02 17:20:00,M5-01_(FR5_01),498.0,7034.0,1600,[4022.632.63021] WTP LOCKING NUT,2026-11-10 01:00:00,TBRM /MO/02356
[4022-333-11506],86,2026-10-06 08:00:00,2026-10-07 15:40:00,M5-01_(FR5_01),1896.0,14916.0,86,[4022-333-11506] lagerblok,2026-12-31 12:00:00,TBRM /MO/01615
