ShipmentBatch,ShipmentType,Arrival Date,Priority,Weight,Destination
0,Box,2026-09-17,2,34,1
0,Box,2026-09-17,3,25,1
0,Bag,2026-09-17,1,13,10
0,Bag,2026-09-17,1,10,4
0,Bag,2026-09-17,2,11,9
0,Bag,2026-09-17,3,13,10
0,Bag,2026-09-17,1,11,10
0,Bag,2026-09-17,3,14,2
0,Bag,2026-09-17,3,12,5
0,Box,2026-09-17,3,32,7
0,Bag,2026-09-17,2,10,8
0,Bag,2026-09-17,1,11,5
0,Box,2026-09-17,2,29,3
0,Bag,2026-09-17,2,10,12
0,Bag,2026-09-17,2,10,10
0,Bag,2026-09-17,3,10,8
0,Bag,2026-09-17,3,14,3
0,Box,2026-09-17,3,33,4
0,Box,2026-09-17,3,32,2
0,Box,2026-09-17,2,32,4
0,Bag,2026-09-17,3,11,12
0,Bag,2026-09-17,3,10,5
0,Box,2026-09-17,2,25,12
0,Box,2026-09-17,2,37,1
0,Bag,2026-09-17,3,12,5
0,Bag,2026-09-17,2,10,1
0,Box,2026-09-17,3,34,8
1,Bag,2026-09-17,3,11,9
1,Box,2026-09-17,3,36,3
1,Bag,2026-09-17,1,11,3
1,Bag,2026-09-17,3,14,0
1,Box,2026-09-17,2,36,5
1,Bag,2026-09-17,3,14,11
1,Bag,2026-09-17,3,11,1
1,Bag,2026-09-17,1,10,6
1,Bag,2026-09-17,2,11,12
1,Box,2026-09-17,3,39,4
1,Bag,2026-09-17,3,13,5
1,Bag,2026-09-17,3,12,6
1,Bag,2026-09-17,2,13,14
1,Bag,2026-09-17,2,13,5
1,Bag,2026-09-17,2,11,9
1,Box,2026-09-17,2,29,11
1,Box,2026-09-17,3,29,1
1,Bag,2026-09-17,2,11,8
1,Bag,2026-09-17,3,12,6
1,Bag,2026-09-17,3,14,5
1,Box,2026-09-17,3,33,13
1,Box,2026-09-17,2,36,5
1,Bag,2026-09-17,3,12,7
1,Bag,2026-09-17,3,14,12
1,Bag,2026-09-17,2,11,6
1,Bag,2026-09-17,1,11,8
1,Bag,2026-09-17,2,10,12
1,Bag,2026-09-17,3,11,1
1,Bag,2026-09-17,1,10,14
1,Bag,2026-09-17,2,10,12
2,Bag,2026-09-17,3,11,11
2,Box,2026-09-17,2,35,4
2,Bag,2026-09-17,3,14,0
2,Bag,2026-09-17,1,14,1
2,Box,2026-09-17,3,25,7
2,Box,2026-09-17,3,36,8
2,Bag,2026-09-17,2,11,7
2,Box,2026-09-17,2,36,12
2,Bag,2026-09-17,3,12,5
2,Bag,2026-09-17,3,10,10
2,Box,2026-09-17,3,30,14
2,Bag,2026-09-17,3,11,3
2,Box,2026-09-17,2,39,10
2,Bag,2026-09-17,3,11,5
2,Bag,2026-09-17,2,13,8
2,Bag,2026-09-17,1,14,5
2,Box,2026-09-17,2,26,3
2,Bag,2026-09-17,2,10,5
2,Box,2026-09-17,3,31,13
2,Bag,2026-09-17,3,11,5
2,Box,2026-09-17,2,39,13
2,Bag,2026-09-17,3,13,10
2,Box,2026-09-17,2,33,10
2,Bag,2026-09-17,1,14,0
2,Bag,2026-09-17,2,13,4
3,Bag,2026-09-17,3,12,9
3,Bag,2026-09-17,3,13,1
3,Box,2026-09-17,3,25,4
3,Bag,2026-09-17,3,11,0
3,Bag,2026-09-17,2,14,5
3,Bag,2026-09-17,2,10,8
3,Bag,2026-09-17,2,14,8
3,Box,2026-09-17,3,35,10
3,Bag,2026-09-17,3,13,14
3,Box,2026-09-17,3,28,0
3,Bag,2026-09-17,3,11,3
3,Bag,2026-09-17,2,13,9
3,Bag,2026-09-17,3,14,10
3,Bag,2026-09-17,3,12,13
3,Bag,2026-09-17,3,13,6
3,Box,2026-09-17,3,27,12
3,Box,2026-09-17,3,25,3
3,Bag,2026-09-17,1,10,0
3,Bag,2026-09-17,3,13,10
3,Box,2026-09-17,3,38,7
3,Box,2026-09-17,2,35,8
3,Bag,2026-09-17,2,11,4
3,Bag,2026-09-17,3,10,12
3,Bag,2026-09-17,2,11,1
3,Bag,2026-09-17,3,13,8
3,Bag,2026-09-17,3,10,9
3,Box,2026-09-17,2,30,9
3,Bag,2026-09-17,2,11,8
3,Bag,2026-09-17,2,11,13
3,Box,2026-09-17,3,32,8
4,Bag,2026-09-17,1,13,1
4,Box,2026-09-17,2,37,8
4,Box,2026-09-17,3,31,5
4,Bag,2026-09-17,3,14,9
4,Bag,2026-09-17,1,12,10
4,Bag,2026-09-17,3,13,1
4,Bag,2026-09-17,1,12,12
4,Box,2026-09-17,3,27,4
4,Bag,2026-09-17,2,12,8
4,Box,2026-09-17,2,37,8
4,Box,2026-09-17,2,29,10
4,Bag,2026-09-17,2,13,11
4,Box,2026-09-17,2,32,3
4,Box,2026-09-17,3,26,5
4,Box,2026-09-17,2,37,6
4,Bag,2026-09-17,2,13,5
4,Bag,2026-09-17,3,12,10
4,Bag,2026-09-17,1,14,13
4,Bag,2026-09-17,2,12,11
4,Bag,2026-09-17,3,14,0
4,Bag,2026-09-17,2,13,11
4,Box,2026-09-17,1,27,6
4,Box,2026-09-17,2,29,6
4,Bag,2026-09-17,3,12,13
4,Bag,2026-09-17,3,14,3
5,Box,2026-09-17,3,35,13
5,Bag,2026-09-17,3,11,8
5,Bag,2026-09-17,3,14,0
5,Box,2026-09-17,2,30,9
5,Box,2026-09-17,1,25,11
5,Box,2026-09-17,2,38,10
5,Bag,2026-09-17,2,10,8
5,Bag,2026-09-17,1,13,14
5,Bag,2026-09-17,1,12,4
5,Box,2026-09-17,3,35,4
5,Bag,2026-09-17,3,12,5
5,Bag,2026-09-17,3,12,6
5,Bag,2026-09-17,2,12,5
5,Box,2026-09-17,3,28,1
5,Bag,2026-09-17,2,10,13
5,Bag,2026-09-17,2,11,1
5,Bag,2026-09-17,3,12,12
5,Bag,2026-09-17,3,11,6
5,Box,2026-09-17,1,26,9
5,Bag,2026-09-17,2,10,4
5,Bag,2026-09-17,2,10,12
5,Box,2026-09-17,2,34,4
5,Bag,2026-09-17,2,14,4
5,Box,2026-09-17,3,31,6
5,Box,2026-09-17,2,31,1
5,Bag,2026-09-17,1,10,4
5,Bag,2026-09-17,3,11,1
6,Box,2026-09-17,1,28,8
6,Bag,2026-09-17,1,13,3
6,Bag,2026-09-17,2,14,3
6,Box,2026-09-17,1,32,14
6,Box,2026-09-17,3,36,4
6,Bag,2026-09-17,2,13,1
6,Bag,2026-09-17,3,10,4
6,Box,2026-09-17,3,26,4
6,Box,2026-09-17,1,32,1
6,Bag,2026-09-17,2,14,1
6,Bag,2026-09-17,3,14,10
6,Bag,2026-09-17,1,11,9
6,Box,2026-09-17,3,35,14
6,Bag,2026-09-17,3,11,8
6,Bag,2026-09-17,3,12,11
6,Bag,2026-09-17,3,11,10
6,Box,2026-09-17,3,34,8
6,Box,2026-09-17,1,31,1
6,Box,2026-09-17,3,32,14
6,Box,2026-09-17,2,29,9
6,Bag,2026-09-17,3,14,11
6,Box,2026-09-17,1,38,11
6,Bag,2026-09-17,2,11,1
7,Box,2026-09-17,3,28,8
7,Bag,2026-09-17,3,13,12
7,Box,2026-09-17,2,28,8
7,Bag,2026-09-17,3,14,12
7,Bag,2026-09-17,3,13,5
7,Box,2026-09-17,2,26,8
7,Bag,2026-09-17,3,12,13
7,Box,2026-09-17,3,37,5
7,Box,2026-09-17,3,39,5
7,Box,2026-09-17,2,31,10
7,Box,2026-09-17,3,26,5
7,Bag,2026-09-17,2,10,10
7,Box,2026-09-17,3,30,5
7,Box,2026-09-17,3,38,14
7,Bag,2026-09-17,2,10,8
7,Box,2026-09-17,3,33,5
7,Bag,2026-09-17,2,10,7
7,Box,2026-09-17,3,31,11
7,Bag,2026-09-17,2,13,11
7,Bag,2026-09-17,2,12,5
7,Box,2026-09-17,2,35,0
7,Box,2026-09-17,2,35,10
8,Bag,2026-09-17,1,12,11
8,Bag,2026-09-17,2,10,2
8,Box,2026-09-17,2,27,7
8,Bag,2026-09-17,2,13,5
8,Box,2026-09-17,3,38,5
8,Box,2026-09-17,3,38,9
8,Box,2026-09-17,2,26,3
8,Bag,2026-09-17,2,14,3
8,Box,2026-09-17,2,37,9
8,Box,2026-09-17,1,30,1
8,Bag,2026-09-17,1,10,9
8,Bag,2026-09-17,1,11,7
8,Bag,2026-09-17,2,11,10
8,Box,2026-09-17,3,25,10
8,Box,2026-09-17,2,28,10
8,Bag,2026-09-17,3,13,8
8,Bag,2026-09-17,1,13,7
8,Bag,2026-09-17,3,11,6
8,Box,2026-09-17,2,35,5
8,Bag,2026-09-17,2,12,0
8,Box,2026-09-17,2,36,13
8,Bag,2026-09-17,3,14,12
8,Bag,2026-09-17,3,13,7
8,Bag,2026-09-17,3,11,12
8,Bag,2026-09-17,3,12,0
9,Bag,2026-09-17,3,14,6
9,Box,2026-09-17,1,39,13
9,Bag,2026-09-17,3,10,0
9,Bag,2026-09-17,2,11,11
9,Bag,2026-09-17,1,11,10
9,Box,2026-09-17,3,37,0
9,Bag,2026-09-17,3,11,5
9,Box,2026-09-17,1,30,10
9,Box,2026-09-17,3,29,8
9,Bag,2026-09-17,2,11,14
9,Box,2026-09-17,2,37,5
9,Box,2026-09-17,3,34,1
9,Bag,2026-09-17,1,10,14
9,Bag,2026-09-17,3,11,4
9,Bag,2026-09-17,3,14,7
9,Box,2026-09-17,3,32,1
9,Bag,2026-09-17,3,14,1
9,Box,2026-09-17,3,29,5
9,Box,2026-09-17,3,35,8
9,Bag,2026-09-17,2,12,8
9,Bag,2026-09-17,3,10,8
9,Box,2026-09-17,2,28,8
9,Box,2026-09-17,3,26,13
9,Box,2026-09-17,1,35,0
10,Box,2026-09-17,2,38,6
10,Bag,2026-09-17,2,10,12
10,Bag,2026-09-17,2,12,3
10,Box,2026-09-17,3,39,12
10,Box,2026-09-17,2,27,12
10,Bag,2026-09-17,2,12,0
10,Box,2026-09-17,3,37,10
10,Bag,2026-09-17,1,13,12
10,Box,2026-09-17,3,26,1
10,Box,2026-09-17,1,26,11
10,Bag,2026-09-17,3,10,8
10,Box,2026-09-17,2,36,6
10,Bag,2026-09-17,3,10,1
10,Box,2026-09-17,2,25,13
10,Bag,2026-09-17,3,12,4
10,Box,2026-09-17,3,33,2
10,Bag,2026-09-17,3,13,12
10,Bag,2026-09-17,3,11,0
10,Box,2026-09-17,3,35,10
10,Bag,2026-09-17,3,14,3
10,Bag,2026-09-17,3,10,1
10,Bag,2026-09-17,1,12,3
10,Bag,2026-09-17,1,12,10
10,Bag,2026-09-17,3,11,5
10,Box,2026-09-17,2,32,3
11,Box,2026-09-17,3,33,4
11,Box,2026-09-17,3,29,1
11,Bag,2026-09-17,3,13,10
11,Bag,2026-09-17,1,12,5
11,Box,2026-09-17,2,36,12
11,Bag,2026-09-17,2,10,12
11,Bag,2026-09-17,2,12,3
11,Bag,2026-09-17,2,10,8
11,Bag,2026-09-17,3,11,8
11,Box,2026-09-17,2,39,2
11,Bag,2026-09-17,3,14,12
11,Box,2026-09-17,3,38,11
11,Box,2026-09-17,1,29,10
11,Bag,2026-09-17,2,14,5
11,Bag,2026-09-17,2,12,1
11,Box,2026-09-17,2,37,8
11,Bag,2026-09-17,3,13,0
11,Bag,2026-09-17,3,13,12
11,Bag,2026-09-17,2,13,12
11,Bag,2026-09-17,3,12,1
11,Bag,2026-09-17,3,14,8
11,Box,2026-09-17,3,26,5
11,Box,2026-09-17,1,27,4
11,Bag,2026-09-17,3,13,8
11,Bag,2026-09-17,1,14,6
11,Box,2026-09-17,2,31,8
12,Box,2026-09-17,2,38,11
12,Bag,2026-09-17,3,13,10
12,Box,2026-09-17,2,35,10
12,Box,2026-09-17,1,26,5
12,Bag,2026-09-17,1,11,12
12,Box,2026-09-17,1,34,14
12,Box,2026-09-17,3,36,4
12,Box,2026-09-17,1,33,0
12,Box,2026-09-17,1,29,10
12,Bag,2026-09-17,2,12,1
12,Bag,2026-09-17,3,11,12
12,Box,2026-09-17,3,28,5
12,Box,2026-09-17,3,25,1
12,Bag,2026-09-17,2,10,8
12,Box,2026-09-17,3,34,5
12,Box,2026-09-17,1,29,5
12,Bag,2026-09-17,1,13,5
12,Bag,2026-09-17,2,10,10
12,Box,2026-09-17,3,28,1
12,Bag,2026-09-17,2,14,8
12,Box,2026-09-17,2,29,11
12,Bag,2026-09-17,1,14,1
13,Box,2026-09-17,3,35,13
13,Box,2026-09-17,3,35,5
13,Box,2026-09-17,1,25,9
13,Bag,2026-09-17,3,14,5
13,Box,2026-09-17,3,39,6
13,Box,2026-09-17,2,29,2
13,Bag,2026-09-17,1,11,12
13,Box,2026-09-17,1,36,12
13,Box,2026-09-17,2,35,8
13,Bag,2026-09-17,2,12,5
13,Bag,2026-09-17,2,12,10
13,Bag,2026-09-17,1,14,11
13,Bag,2026-09-17,3,13,5
13,Box,2026-09-17,3,25,12
13,Bag,2026-09-17,2,11,12
13,Box,2026-09-17,3,26,8
13,Bag,2026-09-17,3,11,10
13,Bag,2026-09-17,3,14,8
13,Bag,2026-09-17,3,10,10
13,Bag,2026-09-17,3,13,4
13,Bag,2026-09-17,3,11,10
13,Bag,2026-09-17,3,10,0
13,Bag,2026-09-17,1,10,10
13,Bag,2026-09-17,3,13,8
13,Bag,2026-09-17,2,11,0
13,Bag,2026-09-17,3,14,4
13,Box,2026-09-17,2,33,12
14,Bag,2026-09-17,1,14,10
14,Bag,2026-09-17,1,13,10
14,Box,2026-09-17,3,39,1
14,Box,2026-09-17,2,31,10
14,Bag,2026-09-17,3,13,0
14,Bag,2026-09-17,2,10,1
14,Bag,2026-09-17,2,14,4
14,Box,2026-09-17,1,26,1
14,Bag,2026-09-17,2,14,4
14,Box,2026-09-17,2,37,11
14,Bag,2026-09-17,3,14,1
14,Bag,2026-09-17,1,12,9
14,Box,2026-09-17,3,29,8
14,Box,2026-09-17,3,29,11
14,Box,2026-09-17,2,27,7
14,Bag,2026-09-17,2,14,10
14,Bag,2026-09-17,2,13,12
14,Bag,2026-09-17,2,14,10
14,Bag,2026-09-17,1,12,1
14,Box,2026-09-17,3,26,9
14,Box,2026-09-17,3,32,6
14,Bag,2026-09-17,3,12,7
14,Box,2026-09-17,3,26,12
14,Box,2026-09-17,3,36,4
15,Bag,2026-09-17,3,13,9
15,Bag,2026-09-17,1,11,5
15,Bag,2026-09-17,1,10,11
15,Box,2026-09-17,3,29,6
15,Bag,2026-09-17,3,14,1
15,Box,2026-09-17,2,31,5
15,Box,2026-09-17,2,25,11
15,Bag,2026-09-17,2,10,4
15,Bag,2026-09-17,2,12,0
15,Bag,2026-09-17,2,11,12
15,Box,2026-09-17,1,35,5
15,Box,2026-09-17,2,35,11
15,Bag,2026-09-17,3,10,10
15,Bag,2026-09-17,1,11,4
15,Bag,2026-09-17,3,14,4
15,Box,2026-09-17,3,38,11
15,Box,2026-09-17,3,25,6
15,Bag,2026-09-17,3,12,5
15,Box,2026-09-17,1,35,5
15,Box,2026-09-17,2,29,1
15,Bag,2026-09-17,3,14,11
15,Bag,2026-09-17,3,11,12
15,Bag,2026-09-17,2,10,8
15,Box,2026-09-17,2,30,8
15,Bag,2026-09-17,3,14,1
15,Bag,2026-09-17,3,14,4
16,Box,2026-09-17,3,39,1
