ID,Product,Product/ID,Quantity To Produce,Deadline,Work Orders/Work Center,Work Orders/Work Center/ID,Work Orders/Expected Duration,Work Orders/Start,Work Orders/End,Work Orders/Status,Processing Machine,Scheduled
,,,,,M3-01 - AW - 3axis - Manual (FR3_01),__export__.mrp_workcenter_54_3f0243e1,2946.0,2026-07-27 08:00:00,2026-07-30 09:06:00,Finished,M3-01_(FR3_01),True
,,,,,BW - Benchwork (BKW_01),__export__.mrp_workcenter_66_9f807a30,1428.0,2026-08-04 20:10:00,2026-08-06 11:58:00,Finished,BW_(BKW_01),True
,,,,,OUT - Outsourced activity,__export__.mrp_workcenter_68_8bff6631,2250.0,2026-08-07 08:00:00,2026-08-13 13:30:00,Finished,OUT - Outsourced activity_(OUT - Outsourced),True
,,,,,PACK - Packaging (VERP_P),__export__.mrp_workcenter_67_d1ac8ce6,714.0,2026-08-13 14:00:00,2026-08-14 09:54:00,Finished,PACK_(VERP_P),True
__export__.mrp_production_6208_1095546a,[00385-00-346-A] Plint fixing strip right,14892.0,714.0,2026-05-21 12:00:00,MP1 - Mat. prep - automatic sawing (ZGN_01),__export__.mrp_workcenter_63_98a7a00b,729.0,2026-06-10 15:52:39,2026-06-10 15:52:40,Finished,-,True
,,,,,M4-01 - AW - 4axis - Conveyor Automation (FR4_01),__export__.mrp_workcenter_56_d6637dea,5802.0,2026-07-10 08:00:00,2026-07-16 08:42:00,Finished,M4-02_(FR4_02),True
,,,,,M3-01 - AW - 3axis - Manual (FR3_01),__export__.mrp_workcenter_54_3f0243e1,2946.0,2026-07-16 10:00:00,2026-07-21 11:06:00,Finished,M3-01_(FR3_01),True
,,,,,BW - Benchwork (BKW_01),__export__.mrp_workcenter_66_9f807a30,1428.0,2026-07-22 08:00:00,2026-07-23 15:48:00,Finished,BW_(BKW_01),True
,,,,,OUT - Outsourced activity,__export__.mrp_workcenter_68_8bff6631,6506.08,2026-07-24 08:00:00,2026-08-12 12:26:04.800000,Finished,OUT - Outsourced activity_(OUT - Outsourced),True
,,,,,PACK - Packaging (VERP_P),__export__.mrp_workcenter_67_d1ac8ce6,714.0,2026-08-12 12:40:00,2026-08-13 08:34:00,Finished,PACK_(VERP_P),True
__export__.mrp_production_6209_9f61b525,[00429-00-662-B] Arret lever,14895.0,420.0,2026-05-14 12:00:00,MP1 - Mat. prep - automatic sawing (ZGN_01),__export__.mrp_workcenter_63_98a7a00b,35.0,2026-06-10 15:53:08,2026-06-10 15:53:10,Finished,-,True
,,,,,M4-02 - AW - 4axis - Conveyor Automation (FR4_02),__export__.mrp_workcenter_57_6faf5319,370.0,2026-07-31 08:00:00,2026-07-31 14:10:00,Finished,M4-01_(FR4_01),True
,,,,,BW - Benchwork (BKW_01),__export__.mrp_workcenter_66_9f807a30,40.0,2026-07-31 16:00:00,2026-07-31 16:40:00,Finished,BW_(BKW_01),True
,,,,,PACK - Packaging (VERP_P),__export__.mrp_workcenter_67_d1ac8ce6,20.0,2026-08-03 08:00:00,2026-08-03 08:20:00,Finished,PACK_(VERP_P),True
__export__.mrp_production_6210_afc3a4ad,[1508130 B] [Q] excenter housing z,16893.0,160.0,2026-05-14 12:00:00,MP1 - Mat. prep - automatic sawing (ZGN_01),__export__.mrp_workcenter_63_98a7a00b,175.0,2026-06-10 15:53:52,2026-06-10 15:53:53,Finished,-,True
,,,,,M5-02 - AW - 5axis - Pallet Automation (FR5_02),__export__.mrp_workcenter_59_d6deab7b,8090.0,2026-07-13 22:00:00,2026-07-21 12:50:00,Finished,M5-02_(FR5_02),True
,,,,,M3-01 - AW - 3axis - Manual (FR3_01),__export__.mrp_workcenter_54_3f0243e1,890.0,2026-07-21 16:00:00,2026-07-22 14:50:00,Finished,M3-01_(FR3_01),True
,,,,,BW - Benchwork (BKW_01),__export__.mrp_workcenter_66_9f807a30,800.0,2026-07-23 16:00:00,2026-07-24 13:20:00,Finished,BW_(BKW_01),True
,,,,,PACK - Packaging (VERP_P),__export__.mrp_workcenter_67_d1ac8ce6,160.0,2026-07-24 16:00:00,2026-07-24 18:40:00,Finished,PACK_(VERP_P),True
__export__.mrp_production_6226_16fa701d,[4022-651-14271] NXT WS MK41 DC TEMP CONN PLATE,14974.0,100.0,2026-07-01 02:00:00,MP1 - Mat. prep - automatic sawing (ZGN_01),__export__.mrp_workcenter_63_98a7a00b,115.0,2026-06-10 15:59:03,2026-06-10 15:59:05,Finished,-,True
,,,,,M4-01 - AW - 4axis - Conveyor Automation (FR4_01),__export__.mrp_workcenter_56_d6637dea,1290.0,2026-08-13 08:00:00,2026-08-14 05:30:00,Finished,M4-01_(FR4_01),True
,,,,,BW - Benchwork (BKW_01),__export__.mrp_workcenter_66_9f807a30,100.0,2026-08-18 13:10:00,2026-08-18 14:50:00,Finished,BW_(BKW_01),True
,,,,,PACK - Packaging (VERP_P),__export__.mrp_workcenter_67_d1ac8ce6,100.0,2026-08-18 15:00:00,2026-08-18 16:40:00,Finished,PACK_(VERP_P),True
,,,,,OUT - Outsourced activity,__export__.mrp_workcenter_68_8bff6631,2250.0,,,To Do,-,True
,,,,,PACK - Packaging (VERP_P),__export__.mrp_workcenter_67_d1ac8ce6,100.0,,,To Do,-,True
__export__.mrp_production_6233_88adf94a,[4022.647.81691] PIPE CLAMP ISOLATE BOTTOM FRONT,19359.0,15.0,2026-06-26 02:00:00,MP1 - Mat. prep - automatic sawing (ZGN_01),__export__.mrp_workcenter_63_98a7a00b,30.0,2026-06-10 15:59:14,2026-06-10 15:59:16,Finished,-,True
,,,,,M5-01 - AW - 5axis - Conveyor Automation (FR5_01),__export__.mrp_workcenter_58_a525d5b9,990.0,2026-06-10 15:59:17,2026-06-10 15:59:18,Finished,-,True
__export__.mrp_production_6238_c3622eeb,[7005-2580-0014] Backplate V01-00 / NFI / 27244701,17992.0,7.0,2026-06-19 02:00:00,"MP3 - Mat. prep - pre-cutted, only picking (UITG_M)",__export__.mrp_workcenter_65_c1e1b939,7.0,2026-06-10 15:59:24,2026-06-10 15:59:25,Finished,-,True
,,,,,M3-02 - AW - 3axis - Manual (FR3_02),__export__.mrp_workcenter_55_15609e22,2274.0,2026-07-10 08:00:00,2026-07-14 13:54:00,Finished,M3-02_(FR3_02),True
,,,,,OUT - Outsourced activity,__export__.mrp_workcenter_68_8bff6631,2250.0,2026-07-14 14:00:00,2026-07-21 11:30:00,Finished,OUT - Outsourced activity_(OUT - Outsourced),True
__export__.mrp_production_6239_138faa60,[7005-2580-0010] Cylinder bracket V01-00 / NFI / 27244703,16360.0,4.0,2026-06-19 02:00:00,"MP3 - Mat. prep - pre-cutted, only picking (UITG_M)",__export__.mrp_workcenter_65_c1e1b939,1.0,2026-06-10 15:59:28,2026-06-10 15:59:30,Finished,-,True
,,,,,M3-03 - VF - 3axis - Manual (VF2SS),__export__.mrp_workcenter_60_6593b576,101.0,2026-07-10 08:00:00,2026-07-10 09:41:00,Finished,VF2SS_(M3-03),True
,,,,,OUT - Outsourced activity,__export__.mrp_workcenter_68_8bff6631,2250.0,2026-07-10 09:45:00,2026-07-16 15:15:00,Finished,OUT - Outsourced activity_(OUT - Outsourced),True
__export__.mrp_production_6240_135bf573,[7005-2580-0015] Baseplate V01-00 / NFI / 27244702,17993.0,7.0,2026-06-19 02:00:00,"MP3 - Mat. prep - pre-cutted, only picking (UITG_M)",__export__.mrp_workcenter_65_c1e1b939,7.0,2026-06-10 15:59:33,2026-06-10 15:59:35,Finished,-,True
,,,,,M3-03 - VF - 3axis - Manual (VF2SS),__export__.mrp_workcenter_60_6593b576,1075.0,2026-07-10 08:00:00,2026-07-13 09:55:00,Finished,UMC750_(M5-03),True
,,,,,OUT - Outsourced activity,__export__.mrp_workcenter_68_8bff6631,2250.0,2026-07-13 10:00:00,2026-07-17 15:30:00,Finished,OUT - Outsourced activity_(OUT - Outsourced),True
__export__.mrp_production_6246_819c34e3,[00385-00-102-C] Height bearing clamp plate,14886.0,600.0,2026-06-18 12:00:00,MP1 - Mat. prep - automatic sawing (ZGN_01),__export__.mrp_workcenter_63_98a7a00b,615.0,2026-06-10 15:59:44,2026-06-10 15:59:45,Finished,-,True
,,,,,M4-02 - AW - 4axis - Conveyor Automation (FR4_02),__export__.mrp_workcenter_57_6faf5319,4890.0,2026-07-22 16:57:00,2026-07-28 02:27:00,Finished,M4-02_(FR4_02),True
,,,,,M3-01 - AW - 3axis - Manual (FR3_01),__export__.mrp_workcenter_54_3f0243e1,1890.0,2026-07-30 09:21:00,2026-08-03 08:51:00,Finished,M3-01_(FR3_01),True
,,,,,OUT - Outsourced activity,__export__.mrp_workcenter_68_8bff6631,9000.0,,,To Do,-,True
,,,,,PACK - Packaging (VERP_P),__export__.mrp_workcenter_67_d1ac8ce6,600.0,,,To Do,-,True
__export__.mrp_production_6255_84ac8129,[4022.622.61092] RH RED GRIPPER CABLE COVER ,7366.0,60.0,2026-07-20 02:00:00,MP1 - Mat. prep - automatic sawing (ZGN_01),__export__.mrp_workcenter_63_98a7a00b,75.0,2026-05-05 13:09:10,2026-05-05 13:09:16,Finished,-,True
,,,,,M5-03 - UMC1 - 5axis - Manual (UMC750),__export__.mrp_workcenter_61_bcb50df3,1260.0,2026-06-09 13:05:14,2026-06-09 13:05:16,Finished,-,True
,,,,,M3-03 - VF - 3axis - Manual (VF2SS),__export__.mrp_workcenter_60_6593b576,1980.0,2026-06-09 13:05:18,2026-06-09 13:05:19,Finished,-,True
,,,,,OUT - Outsourced activity,__export__.mrp_workcenter_68_8bff6631,5520.0,2026-06-05 15:25:58,2026-06-23 17:11:51,Finished,-,True
,,,,,OUT - Outsourced activity,__export__.mrp_workcenter_68_8bff6631,2250.0,2026-07-10 08:00:00,2026-07-16 13:30:00,Finished,OUT - Outsourced activity_(OUT - Outsourced),True
,,,,,OUT - Outsourced activity,__export__.mrp_workcenter_68_8bff6631,6750.0,2026-07-17 08:00:00,2026-08-06 08:30:00,Finished,OUT - Outsourced activity_(OUT - Outsourced),True
,,,,,PACK - Packaging (VERP_P),__export__.mrp_workcenter_67_d1ac8ce6,60.0,2026-08-06 08:30:00,2026-08-06 09:30:00,Finished,PACK_(VERP_P),True
__export__.mrp_production_6256_478f52e2,[4022-335-17991] Filterh. Cu0.2 Ni0.02,14922.0,60.0,2026-07-22 02:00:00,MP2 - Mat. prep - manual sawing (ZGN_02),__export__.mrp_workcenter_64_95992ef5,60.0,2026-07-10 09:50:00,2026-07-10 10:50:00,Finished,MP2_(ZGN_02),True
,,,,,M4-01 - AW - 4axis - Conveyor Automation (FR4_01),__export__.mrp_workcenter_56_d6637dea,270.0,2026-08-18 08:00:00,2026-08-18 12:30:00,Finished,M4-02_(FR4_02),True
,,,,,BW - Benchwork (BKW_01),__export__.mrp_workcenter_66_9f807a30,300.0,,,To Do,-,True
,,,,,PACK - Packaging (VERP_P),__export__.mrp_workcenter_67_d1ac8ce6,60.0,,,To Do,-,True
__export__.mrp_production_6258_551385d8,[4512-127-05186B] Anschlag,15017.0,1000.0,2026-05-26 12:00:00,MP1 - Mat. prep - automatic sawing (ZGN_01),__export__.mrp_workcenter_63_98a7a00b,1015.0,2026-06-10 16:00:54,2026-06-10 16:00:55,Finished,-,True
,,,,,M4-01 - AW - 4axis - Conveyor Automation (FR4_01),__export__.mrp_workcenter_56_d6637dea,2090.0,2026-07-31 14:25:00,2026-08-04 01:15:00,Finished,M4-01_(FR4_01),True
,,,,,BW - Benchwork (BKW_01),__export__.mrp_workcenter_66_9f807a30,1000.0,2026-08-07 12:51:00,2026-08-10 13:31:00,Finished,BW_(BKW_01),True
,,,,,PACK - Packaging (VERP_P),__export__.mrp_workcenter_67_d1ac8ce6,1000.0,2026-08-10 16:00:00,2026-08-11 16:40:00,Finished,PACK_(VERP_P),True
__export__.mrp_production_6259_202f1f5f,[4022-333-19505] BRIL,14918.0,100.0,2026-07-09 02:00:00,"MP3 - Mat. prep - pre-cutted, only picking (UITG_M)",__export__.mrp_workcenter_65_c1e1b939,0.0,2026-06-10 16:00:59,2026-06-10 16:01:01,Finished,-,True
,,,,,M3-01 - AW - 3axis - Manual (FR3_01),__export__.mrp_workcenter_54_3f0243e1,1090.0,2026-08-05 23:36:00,2026-08-07 09:46:00,Finished,M3-01_(FR3_01),True
,,,,,BW - Benchwork (BKW_01),__export__.mrp_workcenter_66_9f807a30,300.0,2026-08-10 13:46:00,2026-08-10 18:46:00,Finished,BW_(BKW_01),True
,,,,,PACK - Packaging (VERP_P),__export__.mrp_workcenter_67_d1ac8ce6,100.0,2026-08-11 18:25:00,2026-08-11 20:05:00,Finished,PACK_(VERP_P),True
__export__.mrp_production_6262_e8dc0d39,[4022.684.32031] RH RED DYNAMIC STRAIN RELIEF A,6965.0,80.0,2026-06-10 09:01:55,MP1 - Mat. prep - automatic sawing (ZGN_01),__export__.mrp_workcenter_63_98a7a00b,95.0,2026-06-10 16:02:49,2026-06-10 16:02:50,Finished,-,True
,,,,,M5-04 - UMCSS - 5axis  - Manual (UMC750SS),__export__.mrp_workcenter_62_468a38e5,2825.0,2026-07-10 08:00:00,2026-07-14 07:05:00,Finished,UMC750SS_(M5-04),True
,,,,,OUT - Outsourced activity,__export__.mrp_workcenter_68_8bff6631,4500.0,2026-07-14 08:00:00,2026-07-27 11:00:00,Finished,OUT - Outsourced activity_(OUT - Outsourced),True
,,,,,PACK - Packaging (VERP_P),__export__.mrp_workcenter_67_d1ac8ce6,79.0,2026-07-27 11:00:00,2026-07-27 12:19:00,Finished,PACK_(VERP_P),True
__export__.mrp_production_6276_848a2216,[7005-2580-0007] Support block  / 07201506 v02-00 - Drawing in RED,16269.0,8.0,2026-07-27 02:00:00,MP1 - Mat. prep - automatic sawing (ZGN_01),__export__.mrp_workcenter_63_98a7a00b,23.0,2026-06-10 16:02:57,2026-06-10 16:02:58,Finished,-,True
,,,,,M5-02 - AW - 5axis - Pallet Automation (FR5_02),__export__.mrp_workcenter_59_d6deab7b,1290.0,2026-06-10 16:03:00,2026-06-10 16:03:01,Finished,-,True
,,,,,M5-03 - UMC1 - 5axis - Manual (UMC750),__export__.mrp_workcenter_61_bcb50df3,324.0,,,To Do,-,True
__export__.mrp_production_6300_645dbbde,[4022-637-29301] Hinge Block Fixed RM,14964.0,17.0,2026-01-16 10:00:00,MP1 - Mat. prep - automatic sawing (ZGN_01),__export__.mrp_workcenter_63_98a7a00b,32.0,2000-01-01 00:00:00,2000-01-01 00:00:00,Cancelled,-,True
,,,,,M4-02 - AW - 4axis - Conveyor Automation (FR4_02),__export__.mrp_workcenter_57_6faf5319,430.0,2000-01-01 00:00:00,2000-01-01 00:00:00,Cancelled,-,True
,,,,,M4-02 - AW - 4axis - Conveyor Automation (FR4_02),__export__.mrp_workcenter_57_6faf5319,175.0,2000-01-01 00:00:00,2000-01-01 00:00:00,Cancelled,-,True
,,,,,M4-02 - AW - 4axis - Conveyor Automation (FR4_02),__export__.mrp_workcenter_57_6faf5319,175.0,2000-01-01 00:00:00,2000-01-01 00:00:00,Cancelled,-,True
,,,,,BW - Benchwork (BKW_01),__export__.mrp_workcenter_66_9f807a30,51.0,2026-07-13 20:00:00,2026-07-13 20:51:00,Finished,BW_(BKW_01),True
,,,,,PACK - Packaging (VERP_P),__export__.mrp_workcenter_67_d1ac8ce6,17.0,2026-07-13 22:00:00,2026-07-13 22:17:00,Finished,PACK_(VERP_P),True
__export__.mrp_production_6301_619807e1,[00385-00-113A] Tensioner plate,14887.0,700.0,2026-06-08 12:00:00,"MP3 - Mat. prep - pre-cutted, only picking (UITG_M)",__export__.mrp_workcenter_65_c1e1b939,700.0,2026-07-10 08:00:00,2026-07-10 19:40:00,Finished,MP3_(UITG_M),True
,,,,,M4-02 - AW - 4axis - Conveyor Automation (FR4_02),__export__.mrp_workcenter_57_6faf5319,10590.0,2026-07-28 08:00:00,2026-08-06 16:30:00,Finished,M4-02_(FR4_02),True
,,,,,BW - Benchwork (BKW_01),__export__.mrp_workcenter_66_9f807a30,2100.0,2026-08-14 09:55:00,2026-08-18 12:55:00,Finished,BW_(BKW_01),True
,,,,,PACK - Packaging (VERP_P),__export__.mrp_workcenter_67_d1ac8ce6,700.0,,,To Do,-,True
__export__.mrp_production_6311_b88cd472,[4022.704.19282] RH RED GRIPPER BODY,14210.0,17.0,2026-06-11 02:00:00,"MP3 - Mat. prep - pre-cutted, only picking (UITG_M)",__export__.mrp_workcenter_65_c1e1b939,17.0,2000-01-01 00:00:00,2000-01-01 00:00:00,Cancelled,-,True
,,,,,M5-06 - UMC400 - 5axis  - Manual (UMC400),__export__.mrp_workcenter_84_05c538b3,1080.0,2000-01-01 00:00:00,2000-01-01 00:00:00,Cancelled,-,True
,,,,,M5-05 - UMC2 - 5axis  - Manual (UMC750),__export__.mrp_workcenter_83_95c50e96,8220.0,2026-07-14 08:00:00,2026-07-22 01:00:00,Finished,UMC750SS_(M5-04),True
,,,,,M5-06 - UMC400 - 5axis  - Manual (UMC400),__export__.mrp_workcenter_84_05c538b3,1080.0,2026-07-22 08:00:00,2026-07-23 02:00:00,Finished,UMC750SS_(M5-04),True
,,,,,OUT - Outsourced activity,__export__.mrp_workcenter_68_8bff6631,2250.0,2026-07-23 08:00:00,2026-07-29 13:30:00,Finished,OUT - Outsourced activity_(OUT - Outsourced),True
__export__.mrp_production_6313_15382e13,[4022.645.53391] NXE RBI ILLUM TRANSPORT COVER,19386.0,24.0,2026-07-29 02:00:00,"MP3 - Mat. prep - pre-cutted, only picking (UITG_M)",__export__.mrp_workcenter_65_c1e1b939,24.0,2026-07-13 13:31:00,2026-07-13 13:55:00,Finished,MP3_(UITG_M),True
,,,,,M3-01 - AW - 3axis - Manual (FR3_01),__export__.mrp_workcenter_54_3f0243e1,1170.0,,,To Do,-,True
,,,,,M3-01 - AW - 3axis - Manual (FR3_01),__export__.mrp_workcenter_54_3f0243e1,2970.0,,,To Do,-,True
,,,,,OUT - Outsourced activity,__export__.mrp_workcenter_68_8bff6631,2250.0,,,To Do,-,True
__export__.mrp_production_6314_c014b174,[4022.645.57761] RH NXE RBI COVER HOUSING,19387.0,25.0,2026-07-29 02:00:00,MP1 - Mat. prep - automatic sawing (ZGN_01),__export__.mrp_workcenter_63_98a7a00b,15.0,,,To Do,-,True
,,,,,M3-01 - AW - 3axis - Manual (FR3_01),__export__.mrp_workcenter_54_3f0243e1,90.0,,,To Do,-,True
,,,,,M3-01 - AW - 3axis - Manual (FR3_01),__export__.mrp_workcenter_54_3f0243e1,1590.0,,,To Do,-,True
,,,,,M3-01 - AW - 3axis - Manual (FR3_01),__export__.mrp_workcenter_54_3f0243e1,1590.0,,,To Do,-,True
__export__.mrp_production_6391_80325cfc,[4022-666-3837-1] LSPH Bellow Clamp,14985.0,200.0,2026-08-07 02:00:00,M3-01 - AW - 3axis - Manual (FR3_01),__export__.mrp_workcenter_54_3f0243e1,1090.0,,,To Do,-,True
,,,,,M3-01 - AW - 3axis - Manual (FR3_01),__export__.mrp_workcenter_54_3f0243e1,690.0,,,To Do,-,True
,,,,,BW - Benchwork (BKW_01),__export__.mrp_workcenter_66_9f807a30,400.0,,,To Do,-,True
,,,,,PACK - Packaging (VERP_P),__export__.mrp_workcenter_67_d1ac8ce6,200.0,,,To Do,-,True
__export__.mrp_production_6398_e2f64dab,[4022.689.94981] RH RED DP PT UPPER COVER ,17484.0,8.0,2026-06-17 02:00:00,"MP3 - Mat. prep - pre-cutted, only picking (UITG_M)",__export__.mrp_workcenter_65_c1e1b939,8.0,2026-06-10 16:22:58,2026-06-10 16:22:59,Finished,-,True
,,,,,M3-01 - AW - 3axis - Manual (FR3_01),__export__.mrp_workcenter_54_3f0243e1,1626.0,2026-08-03 12:00:00,2026-08-04 23:06:00,Finished,M3-01_(FR3_01),True
,,,,,OUT - Outsourced activity,__export__.mrp_workcenter_68_8bff6631,2250.0,2026-08-05 08:00:00,2026-08-11 13:30:00,Finished,OUT - Outsourced activity_(OUT - Outsourced),True
__export__.mrp_production_6417_7e2b35a5,[4022.474.05661] HALFFAB_M_BLOCK_RH_RIGHT / HQP / 104009581,16641.0,24.0,2026-07-14 02:00:00,M5-05 - UMC2 - 5axis  - Manual (UMC750),__export__.mrp_workcenter_83_95c50e96,15010.0,2026-07-17 10:50:00,2026-08-07 21:00:00,Finished,UMC750SS_(M5-05),True
,,,,,OUT - Outsourced activity,__export__.mrp_workcenter_68_8bff6631,2250.0,2026-08-10 08:00:00,2026-08-14 13:30:00,Finished,OUT - Outsourced activity_(OUT - Outsourced),True
,,,,,MP1 - Mat. prep - automatic sawing (ZGN_01),__export__.mrp_workcenter_63_98a7a00b,39.0,2026-08-14 16:00:00,2026-08-14 16:39:00,Finished,MP1 - Material preparation - automatic sawing (ZGN_01),True
__export__.mrp_production_6418_b806ecac,[4022.474.05631] HALFFAB_M_MOUNTING_BLCK_FRNT_R / HQP / 104009583,16642.0,20.0,2026-07-14 02:00:00,M5-03 - UMC1 - 5axis - Manual (UMC750),__export__.mrp_workcenter_61_bcb50df3,23796.0,,,To Do,-,True
,,,,,OUT - Outsourced activity,__export__.mrp_workcenter_68_8bff6631,2250.0,,,To Do,-,True
,,,,,MP1 - Mat. prep - automatic sawing (ZGN_01),__export__.mrp_workcenter_63_98a7a00b,35.0,,,To Do,-,True
__export__.mrp_production_6419_8f36f5dd,[4022.474.05521] HALFFAB_M_MOUNTING_BLCK_FRNT_L / HQP / 104009584,16643.0,20.0,2026-07-14 02:00:00,MP1 - Mat. prep - automatic sawing (ZGN_01),__export__.mrp_workcenter_63_98a7a00b,38.0,2026-07-10 12:24:00,2026-07-10 13:02:00,Finished,MP1 - Material preparation - automatic sawing (ZGN_01),True
,,,,,M5-04 - UMCSS - 5axis  - Manual (UMC750SS),__export__.mrp_workcenter_62_468a38e5,20700.0,,,To Do,-,True
,,,,,OUT - Outsourced activity,__export__.mrp_workcenter_68_8bff6631,2250.0,,,To Do,-,True
__export__.mrp_production_6420_ebb363be,[4022.474.05551] HALFFAB_M_BLOCK_RH_LEFT / HQP / 104009586,16644.0,24.0,2026-07-14 02:00:00,MP1 - Mat. prep - automatic sawing (ZGN_01),__export__.mrp_workcenter_63_98a7a00b,40.0,2026-07-10 08:00:00,2026-07-10 08:40:00,Finished,MP1 - Material preparation - automatic sawing (ZGN_01),True
,,,,,M5-05 - UMC2 - 5axis  - Manual (UMC750),__export__.mrp_workcenter_83_95c50e96,15660.0,2026-07-29 08:00:00,2026-08-13 05:00:00,Finished,UMC750SS_(M5-04),True
,,,,,OUT - Outsourced activity,__export__.mrp_workcenter_68_8bff6631,2250.0,,,To Do,-,True
__export__.mrp_production_6426_14647c79,[GF3116T006L] Carriage,15035.0,240.0,2026-06-30 12:00:00,M3-01 - AW - 3axis - Manual (FR3_01),__export__.mrp_workcenter_54_3f0243e1,330.0,2026-07-14 16:55:00,2026-07-14 22:25:00,Finished,M3-01_(FR3_01),True
,,,,,M4-02 - AW - 4axis - Conveyor Automation (FR4_02),__export__.mrp_workcenter_57_6faf5319,6570.0,2026-08-06 17:00:00,2026-08-13 06:30:00,Finished,M4-02_(FR4_02),True
,,,,,M4-02 - AW - 4axis - Conveyor Automation (FR4_02),__export__.mrp_workcenter_57_6faf5319,3450.0,2026-08-13 08:00:00,2026-08-17 17:30:00,Finished,M4-02_(FR4_02),True
,,,,,OUT - Outsourced activity,__export__.mrp_workcenter_68_8bff6631,4500.0,,,To Do,-,True
,,,,,BW - Benchwork (BKW_01),__export__.mrp_workcenter_66_9f807a30,240.0,,,To Do,-,True
__export__.mrp_production_6427_bb857461,[4598-011-70891B] ENDPLATE,15023.0,200.0,2026-08-28 02:00:00,MP1 - Mat. prep - automatic sawing (ZGN_01),__export__.mrp_workcenter_63_98a7a00b,215.0,,,To Do,-,True
,,,,,BW - Benchwork (BKW_01),__export__.mrp_workcenter_66_9f807a30,200.0,,,To Do,-,True
,,,,,M4-01 - AW - 4axis - Conveyor Automation (FR4_01),__export__.mrp_workcenter_56_d6637dea,1690.0,,,To Do,-,True
,,,,,BW - Benchwork (BKW_01),__export__.mrp_workcenter_66_9f807a30,200.0,,,To Do,-,True
,,,,,OUT - Outsourced activity,__export__.mrp_workcenter_68_8bff6631,2250.0,,,To Do,-,True
__export__.mrp_production_6432_0d26af1f,bpxla_mainframe_R10,19428.0,15.0,2026-07-22 02:00:00,"MP3 - Mat. prep - pre-cutted, only picking (UITG_M)",__export__.mrp_workcenter_65_c1e1b939,15.0,2026-07-13 14:01:00,2026-07-13 14:16:00,Finished,MP3_(UITG_M),True
,,,,,M3-01 - AW - 3axis - Manual (FR3_01),__export__.mrp_workcenter_54_3f0243e1,990.0,,,To Do,-,True
,,,,,M3-01 - AW - 3axis - Manual (FR3_01),__export__.mrp_workcenter_54_3f0243e1,990.0,,,To Do,-,True
,,,,,M3-01 - AW - 3axis - Manual (FR3_01),__export__.mrp_workcenter_54_3f0243e1,990.0,,,To Do,-,True
__export__.mrp_production_6437_b0914173,[4022.620.02663] RH NXE RED FIDUCIAL MOUNT BRKT,18665.0,3.0,2026-06-24 02:00:00,MP1 - Mat. prep - automatic sawing (ZGN_01),__export__.mrp_workcenter_63_98a7a00b,18.0,2026-06-09 13:01:33,2026-06-09 13:01:35,Finished,-,True
,,,,,M3-01 - AW - 3axis - Manual (FR3_01),__export__.mrp_workcenter_54_3f0243e1,144.0,2026-06-09 13:01:37,2026-06-09 13:01:38,Finished,-,True
,,,,,M3-01 - AW - 3axis - Manual (FR3_01),__export__.mrp_workcenter_54_3f0243e1,213.0,2026-06-09 13:01:39,2026-06-09 13:01:40,Finished,-,True
,,,,,M3-01 - AW - 3axis - Manual (FR3_01),__export__.mrp_workcenter_54_3f0243e1,213.0,2026-06-09 13:01:41,2026-06-09 13:01:43,Finished,-,True
,,,,,OUT - Outsourced activity,__export__.mrp_workcenter_68_8bff6631,2296.9,2026-06-10 14:44:25,2026-06-17 15:01:19,Finished,-,True
,,,,,OUT - Outsourced activity,__export__.mrp_workcenter_68_8bff6631,4500.0,2026-07-10 08:00:00,2026-07-23 11:00:00,Finished,OUT - Outsourced activity_(OUT - Outsourced),True
__export__.mrp_production_6438_7d858fb4,[4022.704.19332] RH RED STATIC STRAIN RELIEF B ,7365.0,80.0,2026-07-10 02:00:00,MP1 - Mat. prep - automatic sawing (ZGN_01),__export__.mrp_workcenter_63_98a7a00b,95.0,2026-07-10 13:09:00,2026-07-10 14:44:00,Finished,MP1 - Material preparation - automatic sawing (ZGN_01),True
,,,,,M5-04 - UMCSS - 5axis  - Manual (UMC750SS),__export__.mrp_workcenter_62_468a38e5,1980.0,2026-07-27 21:15:00,2026-07-29 06:15:00,Finished,UMC750SS_(M5-04),True
,,,,,OUT - Outsourced activity,__export__.mrp_workcenter_68_8bff6631,4500.0,2026-07-29 08:00:00,2026-08-11 11:00:00,Finished,OUT - Outsourced activity_(OUT - Outsourced),True
,,,,,PACK - Packaging (VERP_P),__export__.mrp_workcenter_67_d1ac8ce6,80.0,2026-08-11 16:55:00,2026-08-11 18:15:00,Finished,PACK_(VERP_P),True
__export__.mrp_production_6439_83941002,[4022.684.32071] RH RED STATIC STRAIN RELIEF C,6967.0,300.0,2026-07-10 02:00:00,MP1 - Mat. prep - automatic sawing (ZGN_01),__export__.mrp_workcenter_63_98a7a00b,65.0,2026-06-10 15:13:51,2026-06-10 15:13:53,Finished,-,True
,,,,,M5-03 - UMC1 - 5axis - Manual (UMC750),__export__.mrp_workcenter_61_bcb50df3,385.0,2026-07-13 10:25:00,2026-07-13 16:50:00,Finished,UMC750_(M5-03),True
,,,,,M3-03 - VF - 3axis - Manual (VF2SS),__export__.mrp_workcenter_60_6593b576,166.67,2026-07-13 18:00:00,2026-07-13 20:46:40.200000,Finished,VF2SS_(M3-03),True
